id, title, language, genre, file_path
1900,1900.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/1900.wav
855,855.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/855.wav
1868,1868.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/1868.wav
440,440.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/440.wav
961,961.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/961.wav
195,195.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/195.wav
1641,1641.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/1641.wav
1915,1915.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/1915.wav
136,136.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/136.wav
1326,1326.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/1326.wav
598,598.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/598.wav
419,419.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/419.wav
1727,1727.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/1727.wav
1528,1528.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/1528.wav
634,634.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/634.wav
1003,1003.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/1003.wav
491,491.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/491.wav
2050,2050.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/2050.wav
1880,1880.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/1880.wav
1515,1515.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1515.wav
1801,1801.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/1801.wav
507,507.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/507.wav
1134,1134.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/1134.wav
1075,1075.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/1075.wav
1585,1585.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1585.wav
617,617.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/617.wav
1483,1483.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1483.wav
1738,1738.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/1738.wav
866,866.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/866.wav
1631,1631.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/1631.wav
1243,1243.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1243.wav
845,845.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/845.wav
860,860.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/860.wav
2282,2282.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/2282.wav
72,72.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/72.wav
340,340.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/340.wav
1685,1685.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1685.wav
156,156.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/156.wav
102,102.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/102.wav
339,339.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/339.wav
1870,1870.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/1870.wav
1807,1807.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/1807.wav
1776,1776.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/1776.wav
1392,1392.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/1392.wav
1494,1494.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/1494.wav
1906,1906.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/1906.wav
958,958.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/958.wav
586,586.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/586.wav
756,756.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/756.wav
1841,1841.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/1841.wav
1711,1711.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/1711.wav
206,206.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/206.wav
119,119.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/119.wav
1161,1161.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/1161.wav
890,890.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/890.wav
435,435.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/435.wav
983,983.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/983.wav
38,38.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/38.wav
1776,1776.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/1776.wav
157,157.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/157.wav
1617,1617.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/1617.wav
1775,1775.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/1775.wav
892,892.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/892.wav
403,403.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/403.wav
1626,1626.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/1626.wav
60,60.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/60.wav
1383,1383.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/1383.wav
1784,1784.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/1784.wav
983,983.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/983.wav
559,559.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/559.wav
1277,1277.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/1277.wav
1322,1322.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/1322.wav
1326,1326.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/1326.wav
1198,1198.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1198.wav
1285,1285.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/1285.wav
1763,1763.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/1763.wav
287,287.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/287.wav
1957,1957.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/1957.wav
1136,1136.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1136.wav
1613,1613.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/1613.wav
573,573.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/573.wav
1688,1688.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/1688.wav
211,211.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/211.wav
1283,1283.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/1283.wav
1090,1090.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/1090.wav
674,674.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/674.wav
1966,1966.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/1966.wav
816,816.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/816.wav
1403,1403.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1403.wav
37,37.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/37.wav
750,750.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/750.wav
546,546.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/546.wav
1452,1452.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1452.wav
1677,1677.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/1677.wav
1654,1654.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/1654.wav
789,789.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/789.wav
632,632.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/632.wav
145,145.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/145.wav
844,844.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/844.wav
499,499.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/499.wav
614,614.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/614.wav
1804,1804.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/1804.wav
835,835.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/835.wav
173,173.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/173.wav
556,556.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/556.wav
1188,1188.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1188.wav
1181,1181.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/1181.wav
139,139.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/139.wav
147,147.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/147.wav
1137,1137.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/1137.wav
433,433.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/433.wav
1514,1514.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1514.wav
1313,1313.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1313.wav
496,496.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/496.wav
820,820.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/820.wav
402,402.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/402.wav
1310,1310.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/1310.wav
34,34.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/34.wav
19,19.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/19.wav
1531,1531.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/1531.wav
803,803.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/803.wav
702,702.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/702.wav
1510,1510.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/1510.wav
545,545.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/545.wav
777,777.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/777.wav
696,696.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/696.wav
2001,2001.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/2001.wav
638,638.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/638.wav
2000,2000.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/2000.wav
1192,1192.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/1192.wav
1365,1365.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/1365.wav
473,473.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/473.wav
1,1.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/1.wav
904,904.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/904.wav
942,942.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/942.wav
976,976.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/976.wav
974,974.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/974.wav
787,787.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/787.wav
1516,1516.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/1516.wav
1501,1501.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/1501.wav
2190,2190.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/2190.wav
1595,1595.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1595.wav
710,710.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/710.wav
1582,1582.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/1582.wav
421,421.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/421.wav
517,517.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/517.wav
458,458.wav,bangla,Rock,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Rock/458.wav
1921,1921.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/1921.wav
196,196.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/196.wav
489,489.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/489.wav
1399,1399.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/1399.wav
841,841.wav,bangla,Indie,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Indie/841.wav
1643,1643.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/1643.wav
2092,2092.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/2092.wav
907,907.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/907.wav
956,956.wav,bangla,Adhunik,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Adhunik/956.wav
94,94.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/94.wav
299,299.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/299.wav
1425,1425.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/1425.wav
2263,2263.wav,bangla,Folk,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Folk/2263.wav
1608,1608.wav,bangla,Metal,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Metal/1608.wav
1817,1817.wav,bangla,Islamic,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Islamic/1817.wav
566,566.wav,bangla,Pop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Pop/566.wav
1031,1031.wav,bangla,Hiphop,/root/.cache/kagglehub/datasets/thisisjibon/banglabeats3sec/versions/1/wavs3sec/Hiphop/1031.wav
